speciescode,speciename
brwhaw,Buteo platypterus
whtior1,Aegithina nigrolutea
afghor1,Lophoceros nasutus
brdowl,Strix varia
ltgsta1,Lamprotornis caudatus
saltea1,Salvadorina waigiuensis
equant1,Grallaria saturata
lotsta1,Aplonis magna
cubbla,Ptiloxena atroviolacea
whtbar1,Premnoplex tatei
bowbab1,Ptilocichla leucogrammica
sccsun2,Chalcomitra senegalensis
natfra2,Pternistis natalensis
fuctan1,Tachyphonus surinamus
silgul2,Chroicocephalus novaehollandiae
neimyz1,Myzomela pulchella
paywar1,Calamonastides gracilirostris
corcan1,Asthenes modesta
lesflo2,Sypheotides indicus
pitpig1,Treron apicauda
toctou1,Ramphastos toco
rebsta1,Spodiopsar sericeus
hoogro1,Coccothraustes abeillei
chgshr3,Lanius giganteus
clwman1,Machaeropterus deliciosus
visbul1,Hypsipetes guimarasensis
cawfin1,Melanodera melanodera
ingori1,Oriolus kundoo
pinbun,Emberiza leucocephalos
scrcow1,Molothrus rufoaxillaris
palhor3,Furnarius leucopus
lazbun,Passerina amoena
whbcha2,Myrmecocichla arnotti
stsbab1,Napothera danjoui
whbwag1,Motacilla maderaspatensis
capwhe1,Oenanthe pileata
sptnig1,Antiurus maculicaudus
copmet1,Metallura theresiae
wanalb3,Diomedea dabbenena
benwoo1,Campethera bennettii
pygcus1,Celebesica abbotti
magsta1,Speculipastor bicolor
dabcuc1,Coccyzus melacoryphus
easmog3,Arizelocichla chlorigula
strpip1,Anthus lineiventris
ciwfin2,Poospiza ornata
trimoo2,Gallinula nesiotis
caipar2,Pyrilia caica
pheowl1,Bubo ascalaphus
slcant5,Grallaricula cumanensis
guacro1,Corvus woodfordi
junmyn1,Acridotheres fuscus
carcis1,Cisticola carruthersi
gbwwre1,Henicorhina leucophrys
brucuc2,Cacomantis sepulcralis
wtstan1,Lanio leucothorax
yeejun,Junco phaeonotus
melkin1,Todiramphus tristrami
siclew1,Phylloscopus forresti
fictit1,Cephalopyrus flammiceps
blhfan1,Rhipidura cyaniceps
plabuh1,Amaurornis olivacea
chiful1,Fulvetta striaticollis
rugdov,Columbina talpacoti
lohrai1,Gallirallus sylvestris
hoopit11,Pitta rosenbergii
wesfly,Empidonax difficilis
akekee,Loxops caeruleirostris
lesmaw1,Ploceus intermedius
coltow1,Pipilo ocai
bkclau1,Montecincla jerdoni
visbro1,Sarcophanops samarensis
ybttyr1,Anairetes flavirostris
brther2,Anopetia gounellei
goetan1,Tangara chrysotis
amsfly1,Sublegatus obscurior
crcwar,Oreothlypis superciliosa
cocant1,Thamnophilus praecox
lauowl1,Ninox albifacies
brohon1,Lichmera indistincta
copqut1,Cinclosoma clarum
shlcot2,Laniisoma buckleyi
viojay1,Cyanocorax violaceus
moasun1,Aethopyga boltoni
sibsir1,Sirystes sibilator
yefpar5,Alipiopsitta xanthops
lesnot1,Nothura minor
gyhpar2,Psittacula finschii
blahor1,Anthracoceros malayanus
micmyz1,Myzomela rubratra
bawwea1,Ploceus angolensis
blucha3,Fringilla polatzeki
gybant1,Ammonastes pelzelni
viqdov1,Geotrygon violacea
bucifr1,Ifrita kowaldi
palspi2,Arachnothera dilutior
whhlap1,Vanellus albiceps
slbhem1,Poospiza goeringi
slacus1,Coracina schistacea
yetant1,Myrmotherula ambigua
lipkin1,Tanysiptera hydrocharis
mcptit1,Anthoscopus musculus
whthon2,Lichmera squamata
phsowl1,Otus megalotis
orcpar,Brotogeris jugularis
jaweye1,Platysteira jamesoni
reltin1,Crypturellus erythropus
whbnut,Sitta carolinensis
whfsun1,Aethopyga eximia
sptbab1,Pellorneum albiventre
yebsee2,Crithagra whytii
timori1,Oriolus melanotis
rubnig1,Lurocalis rufiventris
rusthi1,Cincloramphus rubiginosus
pawind1,Vidua wilsoni
grrwar1,Acrocephalus arundinaceus
tatdot1,Oreopholus ruficollis
whrnee1,Zoonavena sylvatica
wavalb,Phoebastria irrorata
afgsno1,Pyrgilauda theresae
redher1,Phaethornis ruber
maspet,Hydrobates markhami
viotur1,Tauraco violaceus
auspas1,Rostratula australis
chbthr1,Geokichla dohertyi
gyttat1,Tringa brevipes
canoys1,Haematopus meadewaldoi
nwfowl1,Ptilopsis leucotis
bltbar2,Psilopogon asiaticus
lbsfin1,Sporophila crassirostris
easbeg1,Criniger chloronotus
vitsun1,Anthreptes aurantius
recman1,Ceratopipra mentalis
padwar1,Acrocephalus agricola
layduc,Anas laysanensis
houwre3,Troglodytes beani
reifir1,Lagonosticta umbrinodorsalis
greman1,Anthracothorax viridis
grekes1,Falco rupicoloides
allgal1,Porphyrio alleni
chtapa3,Apalis porphyrolaema
lillov1,Agapornis lilianae
subwar6,Curruca iberiae
dobsan1,Pterocles bicinctus
blnpit1,Hydrornis nipalensis
megsta1,Lamprotornis mevesii
phivir,Vireo philadelphicus
parsee1,Catamenia homochroa
shbgrf2,Geospiza acutirostris
impcor1,Leucocarbo atriceps
grsfly1,Ptiliogonys cinereus
whwtap1,Scytalopus krabbei
delpri1,Prinia lepida
capsis2,Crithagra totta
kalgra1,Amytornis ballarae
norpin,Anas acuta
broinc1,Coeligena coeligena
sinqua1,Dactylortyx thoracicus
xigjay1,Podoces biddulphi
piwtyr1,Fluvicola pica
plbwoo1,Dendrocincla fuliginosa
wbtfan1,Rhipidura leucothorax
ceyjun1,Gallus lafayettii
kirsan1,Prosobonia cancellata
seywhe1,Zosterops modestus
babwre1,Campylorhynchus zonatus
greama,Viridonia sagittirostris
paltan1,Thraupis palmarum
whwred2,Phoenicurus erythrogastrus
plasof1,Thripophaga fusciceps
afswar1,Bradypterus barratti
bawowl1,Strix nigrolineata
lecgre2,Hylophilus thoracicus
blwlea1,Chloropsis moluccensis
sooswi1,Cypseloides fumigatus
eutdov,Streptopelia turtur
bhwdov1,Turtur brehmeri
respar2,Amazona pretrei
rnbfin1,Atlapetes rufinucha
moubar2,Psilopogon incognitus
ijlwar1,Phylloscopus ijimae
yespar1,Amazona barbadensis
scgcuc1,Neomorphus squamiger
asbwhe1,Zosterops citrinella
mccfly3,Mionectes roraimae
spocat2,Ailuroedus maculosus
ruclau2,Pterorhinus ruficeps
cinhao1,Ninox ios
grescy1,Drymotoxeres pucheranii
bafcur1,Crax fasciolata
chsgos1,Erythrotriorchis buergersi
bkclau2,Montecincla cachinnans
yelwhe1,Zosterops nigrorum
houwre5,Troglodytes cobbi
laugul,Leucophaeus atricilla
haiwoo,Dryobates villosus
paibut,Turnix varius
topwhy1,Vidua togoensis
gowgro2,Rhynchostruthus percivali
livtur1,Tauraco livingstonii
masboo,Sula dactylatra
recplo1,Anarhynchus ruficapillus
tutspi1,Leptasthenura platensis
pitwhy,Vidua macroura
regsun2,Cinnyris regius
ausbus1,Ardeotis australis
blasti1,Himantopus novaezelandiae
madbul1,Hypsipetes madagascariensis
thelar1,Galerida theklae
algnut1,Sitta ledanti
magshr1,Urolestes melanoleucus
tamdov1,Turtur tympanistria
nicpig1,Caloenas nicobarica
wtbfly1,Elminia albicauda
bhulau1,Trochalopteron imbricatum
brican1,Crithagra sulphurata
blspuf1,Malacoptila fulvogularis
solsni1,Gallinago solitaria
whtwoo1,Xiphocolaptes albicollis
ruhwoo1,Celeus spectabilis
colinc4,Coeligena conradii
varsit8,Daphoenositta chrysoptera
wbbwea1,Bubalornis albirostris
beatac1,Polystictus pectoralis
soccor1,Phalacrocorax nigrogularis
crbwoo6,Dryobates cathpharius
maupar,Pseudonestor xanthophrys
blnara1,Pteroglossus aracari
spehao1,Ninox punctulata
sulhor2,Anthracoceros montani
labscr2,Sericornis magnirostra
maydro1,Dicrurus waldenii
manowl2,Tyto manusi
shtpar2,Graydidascalus brachyurus
bhqdov1,Starnoenas cyanocephala
equgra1,Xenerpestes singularis
spbscb1,Erythrogenys mcclellandi
clawea1,Ploceus golandi
anteup2,Chlorophonia musica
souboo4,Ninox rotiensis
japfly1,Terpsiphone atrocaudata
hawgoo,Branta sandvicensis
cibwar1,Bradypterus cinnamomeus
lottri1,Lalage leucopyga
grtdro1,Dicrurus paradiseus
papscr1,Aethomyias papuensis
parwea1,Anomalospiza imberbis
eacaka1,Sheppardia gunningi
shteag1,Circaetus gallicus
redbis,Euplectes orix
blnswi1,Aerodramus maximus
ryusco1,Otus elegans
yefcan,Crithagra mozambica
prafal,Falco mexicanus
grepea1,Pavo muticus
grejun2,Gallus sonneratii
tawgra3,Cincloramphus timoriensis
pibflo1,Dicaeum keiense
japthr1,Turdus cardis
mouwar,Geothlypis philadelphia
ausbla1,Curaeus curaeus
speowl1,Pulsatrix perspicillata
afdwar1,Curruca deserti
swaspa2,Passer swainsonii
blacur1,Crax alector
rutant4,Gymnopithys rufigula
yebduc1,Anas undulata
tepgol1,Polytmus milleri
blbbar4,Pogonornis rolleti
brtplu1,Chalybura urochrysia
woosni1,Gallinago nemoricola
stnfly1,Mionectes striaticollis
spchon1,Acanthagenys rufogularis
bcweye2,Zosterops atrifrons
monacc1,Prunella koslowi
crachi1,Ochetorhynchus melanurus
boneag2,Aquila fasciata
lorwhi1,Pachycephala lorentzi
pbtman1,Neopelma pallescens
rivtyr2,Knipolegus orenocensis
whtkin2,Halcyon smyrnensis
botlar1,Spizocorys fringillaris
arcbow1,Archboldia papuensis
bubgro2,Cyanoloxia rothschildii
hhfgle1,Clibanornis erythrocephalus
crocht1,Silvicultrix frontalis
hauthr1,Turdus hauxwelli
elctin1,Eudromia elegans
scocro1,Loxia scotica
cozeme1,Cynanthus forficatus
capcor1,Phalacrocorax capensis
crbfin3,Carpodacus subhimachalus
toghao1,Ninox burhani
bnbkin1,Halcyon gularis
gybrob1,Eopsaltria griseogularis
hanfra2,Pternistis nobilis
roycin1,Cinclodes aricomae
grewoo1,Artamus maximus
gamqua,Callipepla gambelii
easwhi1,Psophodes olivaceus
oahala,Paroreomyza maculata
liwrai1,Aramides mangle
afbwar1,Bradypterus baboecala
spaspa1,Passer hispaniolensis
yeblon1,Toxorhamphus novaeguineae
rewsta1,Onychognathus morio
y01204,Nesotriccus murinus
hoopit1,Pitohui dichrous
jerbaz1,Aviceda jerdoni
solboo4,Athene roseoaxillaris
blcmon1,Symposiachrus boanensis
watplo1,Eulacestoma nigropectus
rosrob1,Petroica rosea
cinwhe1,Hypocryptadius cinnamomeus
scrhon1,Meliphaga albonotata
hengos1,Astur henstii
saptan1,Heliothraupis oneilli
recmal2,Malimbus coronatus
ficbar1,Capito quinticolor
kvbsun1,Anthreptes orientalis
reevir1,Vireo olivaceus
grasal4,Saltator olivascens
reflor2,Hypocharmosyna rubronotata
olomao,Myadestes lanaiensis
spipig1,Ducula myristicivora
comgre,Tringa nebularia
drbpyt1,Hemitriccus diops
bltmon2,Symposiachrus loricatus
mstlar1,Alaudala rufescens
galdov1,Zenaida galapagoensis
plager1,Gerygone inornata
gyhmun1,Lonchura caniceps
yesbla1,Agelaius xanthomus
squpig1,Geophaps scripta
batele1,Terathopius ecaudatus
indcor1,Phalacrocorax fuscicollis
guapar2,Psittacara labati
gowspa1,Arremon schlegeli
rufant9,Grallaria obscura
rofpar2,Pyrilia pulchra
lanmon1,Micromonacha lanceolata
bancot1,Cotinga maculata
chwbab1,Cyanoderma erythropterum
lecthr,Toxostoma lecontei
phlwar1,Phylloscopus olivaceus
laffin1,Pezopetes capitalis
bkbbus1,Lissotis melanogaster
whbhaw2,Leucopternis kuhli
negsco1,Otus nigrorum
ercfra,Pternistis erckelii
noghor1,Bucorvus abyssinicus
eurmag5,Pica asirensis
whbsho9,Brachypteryx saturata
flsowl1,Otus alfredi
wibpip1,Piprites chloris
perfog1,Automolus lammi
tropew4,Contopus bogotensis
btpwhy1,Vidua obtusa
bcrthr1,Monticola cinclorhyncha
swtkit,Elanoides forficatus
antalb1,Diomedea antipodensis
tepant1,Myrmothera simplex
spehum1,Adelomyia melanogenys
bltbri1,Heliodoxa schreibersii
dahori1,Oriolus monacha
crehor1,Furnarius cristatus
whbant3,Grallaria hypoleuca
molcus1,Coracina atriceps
ochatt1,Attila torridus
yettan1,Iridosornis analis
auimer1,Mergus australis
yebnut1,Sitta solangiae
afmdov1,Streptopelia decipiens
eacwar1,Phylloscopus coronatus
unafly1,Myiophobus inornatus
irabab1,Argya altirostris
chbfan1,Rhipidura hyperythra
blbmon1,Symposiachrus julianae
ruslau1,Pterorhinus poecilorhynchus
litcra1,Zapornia parva
gyhatt1,Attila rufus
fepoli1,Nesocharis shelleyi
hirwar2,Bradypterus centralis
whnpet,Pterodroma cervicalis
ruftwi1,Cnipodectes superrufus
oliwar,Peucedramus taeniatus
woobat1,Batis fratrum
sclmon1,Lophophorus sclateri
bcbeat1,Merops persicus
napsab1,Campylopterus villaviscensio
houfin,Haemorhous mexicanus
amewig,Mareca americana
samblo1,Anthocephala floriceps
necwhi3,Pachycephala caledonica
ruclau1,Ianthocincla rufogularis
spceup1,Euphonia imitans
brrwhe8,Zosterops eurycricotus
vitmet1,Metallura baroni
madcuc1,Cuculus rochii
smbela1,Elaenia parvirostris
famcha1,Oenanthe familiaris
whttre2,Pygarrhichas albogularis
gryger1,Gerygone igata
yefgul,Larus livens
crwwoo1,Picus puniceus
romboo1,Ninox spilonotus
pinjay,Gymnorhinus cyanocephalus
rufpih1,Lipaugus unirufus
swthum1,Eupetomena macroura
necrai1,Gallirallus lafresnayanus
baswar1,Locustella alfredi
grasal2,Saltator grandis
bkcspa2,Arremon nigriceps
grbbus1,Malaconotus gladiator
leastp5,Hydrobates socorroensis
indtit1,Machlolophus aplonotus
mafeag1,Icthyophaga vociferoides
satwhe2,Zosterops feae
rufmot1,Baryphthengus martii
papscr2,Drymodes beccarii
bkskit1,Elanus caeruleus
ndcsun2,Cinnyris reichenowi
bllcis1,Cisticola nigriloris
bolbla1,Oreopsar bolivianus
orbroc1,Chaetops aurantius
marwoo1,Blythipicus rubiginosus
grecoc1,Cochoa viridis
strher,Butorides striata
nibkiw1,Apteryx mantelli
whbpur1,Iodopleura isabellae
cocfin2,Charitospiza eucosma
chiwar1,Acrocephalus aequinoctialis
bhweye1,Zosterops hypoxanthus
gycwar2,Phylloscopus poliogenys
cabbun1,Emberiza cabanisi
madsta1,Hartlaubius auratus
dusspi1,Synallaxis moesta
blufan1,Rhipidura superciliaris
ajpant1,Herpsilochmus stotzi
grhpip1,Piprites griseiceps
giacow,Molothrus oryzivorus
sunthr1,Zoothera andromedae
bkbcuc,Coccyzus erythropthalmus
titgre1,Rollandia microptera
pumstp1,Oceanites pincoyae
rebtou2,Ramphastos dicolorus
gramin1,Geositta maritima
comcha17,Fringilla maderensis
brnnod,Anous stolidus
sansht2,Colluricincla woodwardi
brnshr,Lanius cristatus
rcqdov1,Zentrygon goldmani
fustan1,Lanio fulvus
chovir1,Vireo masteri
karbus1,Heterotetrax vigorsii
chicar1,Daptrius chimango
soosht1,Colluricincla tenebrosa
macfrd3,Ptilinopus subgularis
sutspi1,Limnoctites sulphuriferus
latman1,Chiroxiphia lanceolata
trimun,Lonchura malacca
bielau1,Ianthocincla bieti
swiphe1,Lophura swinhoii
gryimp1,Ducula pickeringii
samsta1,Aplonis atrifusca
rufnig1,Antrostomus rufus
rbbrob1,Tarsiger hyperythrus
bawtan1,Conothraupis speculigera
lesadj1,Leptoptilos javanicus
comred1,Tringa totanus
whbcon1,Conirostrum ferrugineiventre
hoopit8,Pitta forsteni
rugfly1,Ficedula strophiata
bisist1,Turdus heinrothi
bbfdov1,Ptilinopus cinctus
offdov1,Ptilinopus aurantiifrons
roysun1,Heliangelus regalis
ortlon1,Macronyx capensis
rubfan3,Rhipidura sulaensis
newpar2,Psittacula exsul
yevere1,Eremomela flavicrissalis
sebpig1,Alectroenas pulcherrimus
capbab1,Turdoides atripennis
grhlar1,Alaemon alaudipes
batant3,Myrmotherula urosticta
stftyr1,Muscigralla brevicauda
whthaw1,Buteo albigula
bbmtan1,Dubusia taeniata
gyctib1,Mixornis flavicollis
talmyz1,Myzomela wahe
palhor1,Anthracoceros marchei
redjun,Gallus gallus
grbmal1,Phaenicophaeus tristis
blasha1,Copsychus cebuensis
sunrob2,Myiomela sumatrana
blbhum1,Eupherusa nigriventris
labwoo,Dryobates scalaris
wesspi1,Acanthorhynchus superciliosus
ashcis1,Cisticola cinereolus
bratin1,Crypturellus strigulosus
trufin2,Bucanetes githagineus
whcspa,Zonotrichia leucophrys
djifra1,Pternistis ochropectus
kenplo1,Anarhynchus alexandrinus
blypaf3,Terpsiphone floris
slhpar1,Psittacula himalayana
nebthr1,Zoothera talaseae
bratap1,Scytalopus novacapitalis
bhpkin1,Tanysiptera danae
spemon1,Symposiachrus trivirgatus
bkbtit2,Periparus rufonuchalis
gytmar1,Riparia chinensis
salalb1,Thalassarche salvini
asslau1,Trochalopteron chrysopterum
pappit1,Erythropitta macklotii
mabacc1,Prunella immaculata
easblu,Sialia sialis
roeowl1,Bubo bengalensis
masyel5,Geothlypis velata
plawan1,Pedionomus torquatus
andneg1,Lessonia oreas
meypar1,Poicephalus meyeri
blwlor1,Trichoglossus cyanogenius
blkflo1,Diglossa humeralis
nezpig3,Hemiphaga chathamensis
prhlau1,Trochalopteron henrici
tafowl1,Ketupa flavipes
recflu1,Sarothrura rufa
weseme1,Chlorostilbon melanorhynchus
wfbcha1,Oenanthe albifrons
ocbpip1,Anthus nattereri
rolwar1,Phylloscopus rotiensis
corbun1,Emberiza calandra
abbbab1,Malacocincla abbotti
tasscr1,Sericornis humilis
rocpen1,Eudyptes chrysocome
eursha1,Gulosus aristotelis
creber3,Paramythia olivacea
whtbus1,Saxicola insignis
diatro1,Harpactes diardii
varind1,Vidua funerea
rehfla1,Chrysocolaptes erythrocephalus
feaowl1,Asio solomonensis
bkcbab3,Sterrhoptilus affinis
wescit1,Crithagra frontalis
frenig1,Caprimulgus tristigma
samant2,Drymophila hellmayri
sarwar1,Curruca melanocephala
soapas1,Nycticryphes semicollaris
bbttyr2,Hemitriccus mirandae
astwar2,Phylloscopus maculipennis
yetmin1,Manorina flavigula
whbtre2,Climacteris affinis
gycwar1,Phylloscopus tephrocephalus
whbbla2,Leistes superciliaris
moublu,Sialia currucoides
bubbee2,Merops lafresnayii
gyhneg1,Nigrita canicapillus
palros2,Carpodacus roseus
wesowl1,Megascops kennicottii
lubhea1,Gallicolumba luzonica
partap2,Scytalopus opacus
bkrfla2,Dinopium psarodes
bulphe1,Lophura bulweri
plapig,Patagioenas inornata
andpot1,Nyctibius maculosus
grbhon2,Prodotiscus zambesiae
yunman1,Chiroxiphia boliviana
himrub1,Calliope pectoralis
befdov1,Ptilinopus pulchellus
chcbla2,Chrysomus ruficapillus
tropew3,Contopus cinereus
towshe2,Puffinus newelli
botgra,Quiscalus major
chyfin1,Sicalis luteocephala
eurkes,Falco tinnunculus
humher1,Ardea humbloti
fosrob1,Tychaedon leucosticta
motpar1,Psittacella modesta
chbwar1,Locustella tacsanowskia
obqdov1,Leptotrygon veraguensis
crbwoo1,Campephilus haematogaster
frgdov1,Pampusana stairi
spepig1,Columba guinea
scbdac1,Dacnis berlepschi
scfmal1,Dasylophus cumingi
nateme2,Chlorostilbon stenurus
colara1,Pteroglossus torquatus
chiwed1,Psophodes occidentalis
marwhe1,Zosterops semiflavus
ltwbab1,Spelaeornis chocolatinus
whbfrd1,Ptilinopus rivoli
mobela1,Elaenia gigas
berant1,Drymophila rubricollis
flabul3,Pycnonotus leucops
pagrew1,Acrocephalus yamashinae
ausrav1,Corvus coronoides
ducatt1,Attila bolivianus
yebtan2,Ixothraupis xanthogastra
gybsht1,Agriornis micropterus
basdov1,Geopelia humeralis
grynig1,Caprimulgus jotaka
sufdov1,Ptilinopus superbus
whcant1,Gymnopithys leucaspis
platap1,Scytalopus pachecoi
capowl1,Glaucidium griseiceps
chaapa1,Apalis chapini
amewoo1,Calliphlox amethystina
bktgna,Polioptila melanura
itaspi1,Asthenes moreirae
megfin1,Geospiza fortis
grykes1,Falco ardosiaceus
mouimp1,Ducula cuprea
cunant1,Grallaria kaestneri
yebspa1,Ammodramus aurifrons
growea1,Amblyospiza albifrons
boowar1,Iduna caligata
rohpar1,Pyrrhura rhodocephala
kelgoo1,Chloephaga hybrida
daejun2,Junco insularis
madpet,Pterodroma madeira
whbswa3,Cheramoeca leucosterna
shbdow,Limnodromus griseus
blhori1,Oriolus xanthornus
maswhe2,Zosterops borbonicus
ahafra2,Pternistis ahantensis
scafra2,Pternistis squamatus
lacwoo1,Picus vittatus
ligfly2,Muscicapa epulata
spetin1,Pogoniulus scolopaceus
bubfly,Empidonax fulvifrons
plasla1,Thamnophilus pelzelni
brofal1,Falco berigora
grtgra,Quiscalus mexicanus
brhhon1,Melithreptus brevirostris
yetwow1,Phylloscopus ruficapilla
whtsco1,Megascops albogularis
yevmyz1,Myzomela eichhorni
purhon1,Cyanerpes caeruleus
bobfly1,Megarynchus pitangua
cstdro1,Dicrurus ludwigii
lesjac1,Microparra capensis
crebab1,Turdoides leucocephala
robeat1,Merops malimbicus
orheag1,Spizaetus ornatus
blhpar4,Pionites melanocephalus
balspi1,Neafrapus boehmi
blthum1,Saucerottia cyanura
barpuf1,Nystalus radiatus
batnig2,Caprimulgus batesi
sthbrf1,Arremon atricapillus
bawsee1,Sporophila luctuosa
ruboro1,Psarocolius angustifrons
pafswa1,Orochelidon flavipes
balmyn1,Leucopsar rothschildi
yecmac,Primolius auricollis
piefan1,Rhipidura javanica
grygrt1,Geokichla princei
cinmat1,Neopipo cinnamomea
himgri1,Gyps himalayensis
afrrai1,Rallus caerulescens
sttswa2,Petrochelidon fluvicola
blwmin1,Actinodura cyanouroptera
boucro1,Corvus meeki
crsbul1,Ixos leucogrammicus
gocman2,Lepidothrix vilasboasi
bartyr1,Phylloscartes sylviolus
gyhcaf1,Culicicapa ceylonensis
redsis1,Spinus cucullatus
barfru1,Pipreola arcuata
scrubt2,Acanthornis magna
satwhe1,Zosterops ficedulinus
nezkak1,Nestor meridionalis
lawthr1,Turdus lawrencii
pebcuc1,Coccyzus euleri
gwfgoo,Anser albifrons
slcsol1,Myadestes unicolor
ptipig1,Ducula rufigaster
sabhum1,Chrysuronia lilliae
chiwig1,Mareca sibilatrix
talrai1,Gymnocrex talaudensis
sempuf1,Malacoptila semicincta
blrpar1,Psittinus cyanurus
whbwhi1,Pachycephala leucogastra
bkcsco1,Megascops atricapilla
yuntyr1,Phyllomyias weedeni
blbant1,Thamnophilus melanonotus
gysscb1,Erythrogenys swinhoei
banant2,Dichrozona cincta
jabiru,Jabiru mycteria
pasbab2,Zosterornis latistriatus
thlsch3,Schiffornis turdina
splfai1,Malurus splendens
cintan1,Schistochlamys ruficapillus
duhpar,Aratinga weddellii
recpar1,Purpureicephalus spurius
rocsun2,Cinnyris rockefelleri
wbgdov1,Pampusana jobiensis
raytan1,Thlypopsis ruficeps
kuhlor1,Vini kuhlii
slabun1,Emberiza siemsseni
senbat1,Batis senegalensis
boptyr1,Pseudotriccus pelzelni
clcspa,Spizella pallida
metpig1,Columba vitiensis
whitro1,Harpactes whiteheadi
whcshr1,Eurocephalus anguitimens
rufimp1,Ducula chalconota
yebhyl1,Hyliota flavigaster
putbul1,Alophoixus pallidus
pampig1,Gymnophaps solomonensis
whfnun1,Monasa morphoeus
prsast1,Astrapia stephaniae
tuftit,Baeolophus bicolor
slbsta1,Onychognathus tenuirostris
refblu2,Tarsiger albocoeruleus
palswi2,Aerodramus amelis
rusger1,Gerygone dorsalis
yetwoo1,Piculus flavigula
sangal1,Teledromas fuscus
redegr,Egretta rufescens
samhor1,Penelopides samarensis
sobfly1,Melaenornis pammelaina
sogpip1,Anthus antarcticus
hanboo2,Ninox squamipila
whbgua1,Penelope jacucaca
sertap1,Scytalopus gonzagai
ashdro1,Dicrurus leucophaeus
oribla1,Gymnomystax mexicanus
molswi5,Aerodramus infuscatus
renara1,Pteroglossus bitorquatus
whcbab1,Pellorneum rostratum
cbjbab1,Ptilorrhoa castanonota
scaibi,Eudocimus ruber
bkcbab1,Pellorneum nigrocapitatum
vogscr1,Aethomyias rufescens
smilon,Calcarius pictus
huia1,Heteralocha acutirostris
thsfly2,Conopias trivirgatus
rebbla1,Leistes militaris
wafdov1,Ptilinopus wallacii
brbtod1,Todus subulatus
orcori1,Icterus auricapillus
hilsta1,Lamprotornis hildebrandti
forplo1,Thinornis forbesi
zebfin2,Taeniopygia guttata
refbar2,Tricholaema diademata
whbflo1,Dicaeum hypoleucum
phihao1,Ninox philippensis
